title,year,rating,runtime,kind,color_info,sound_mix,director_name,genre,director_id,cast_names,cast_ids,votes,country,day,month
Morbius,2022,,108,movie,Color,Dolby,Daniel Espinosa,"['Action', 'Adventure', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']",1174251,"[['Michael Keaton', 'Jared Leto', 'Adria Arjona', 'Jared Harris', 'Matt Smith', 'Tyrese Gibson', 'Archie Renaux', 'Charlie Shotwell', 'Kadrolsha Ona Carole', 'Corey Johnson', 'Al Madrigal', 'Clara Rosager', 'Abraham Popoola', 'Bentley Kalu', 'Barry Aird', 'Amanda Perez', 'Ruth Horrocks', 'Atul Sharma', 'Tom Forbes', 'Tina Louise Owens', 'Colin Blyth', 'Ria Fend', 'Dave Simon', 'Gloria Garcia', 'Adam El Hagar', 'Chris Ryman', 'Adam Collins', 'Pierre Bergman', 'Manoj Anand', 'Kalle Hennie', 'Daniel Eghan', 'Stuart Whelan', 'Nick Owenford', 'Bharat Mistri', 'Philip Gascoyne', 'Jorge Leon Martinez', 'Maia Scalia', 'Jag Patel', 'Sam Wilkinson', 'Tuncay Gunes', 'Deborah Rock', 'Crystal Wingx', 'Hilary Agostini', 'Jay Gomez-Adams', 'Ross Forder', 'Kishore Bhatt', 'Jill Buchanan', 'Yash Agnihotri', 'Andrew Watson', 'Oliver Bodur', 'Prince Marfo', 'Keith Lomas', 'Joseph Esson', 'Vickrem Gill', 'Trevor Johnson', 'Martin Polak', 'Christian Di Sciullo', 'Glen Passingham', 'Chris Dodd', 'Davina Sitaram', 'Sam Sahota', 'Linda Dootson', 'Mimi Pitakworraratana', 'Wai Liu', 'Umesh Wadhvani', 'Keith Senior', 'Rodrig Andrisan', 'Bern Collaço', 'Mark Christopher Collins', 'Richard R. Corapi', 'Adam Darlington', 'Joe Ferrara', 'Sean James', 'Zack Johnson', 'Parrgash Kaur', 'Obie Matthew', 'Oluwatoyin Oluwaseun-Apo', 'Richard Price', 'Robert Ryan', 'Clem So', 'Jimmy Star', 'Chris Wilson']]","[['0000474', '0001467', '5245722', '0364813', '1741002', '0879085', '8850556', '6339026', '7009175', '0424819', '1371339', '8014044', '6554076', '3021103', '1284927', '3136301', '9916443', '4452726', '6664537', '9601820', '9429968', '5259328', '6078944', '6711707', '1029242', '1197462', '5143645', '10533370', '5592776', '7119017', '7303783', '8004657', '4016944', '5126775', '7015961', '5855226', '8471416', '8050148', '7181893', '8488111', '5369130', '9869314', '7704744', '7066471', '2425680', '6646387', '5725422', '10670157', '10246081', '6220510', '7891750', '4385301', '10795427', '7211434', '10615272', '4854748', '6866625', '10788538', '8426788', '9137825', '10585877', '10416736', '10788539', '11320847', '9003763', '9186398', '4364362', '0171625', '5401670', '5039188', '9158199', '1035368', '7748638', '10146619', '9039430', '1975399', '11291489', '3764470', '10977659', '6680316', '3046500', '2711324']]",,Brazil,20,Jan
